Zip,City,State,Latitude,Longitude,geopoint,Demand,DC_Candidate
30241,Lagrange,GA,33.036715,-84.98895,"33.036715,-84.98895",4404,0
76017,Arlington,TX,32.659277,-97.16435,"32.659277,-97.16435",4941,0
78577,Pharr,TX,26.201284,-98.18619,"26.201284,-98.18619",5209,0
60047,Lake Zurich,IL,42.199957,-88.05859,"42.199957,-88.05859",4975,0
34207,Bradenton,FL,27.438719,-82.57646,"27.438719,-82.57646",4375,0
04605,Ellsworth,ME,44.614885,-68.43626,"44.614885,-68.43626",7748,0
37129,Murfreesboro,TN,35.896645,-86.42425,"35.896645,-86.42425",7945,0
80634,Greeley,CO,40.407853,-104.75498,"40.407853,-104.75498",6750,0
47274,Seymour,IN,38.958688,-85.89917,"38.958688,-85.89917",7588,0
60073,Round Lake,IL,42.366253,-88.09647,"42.366253,-88.09647",4497,0
68046,Papillion,NE,41.151899,-96.04484,"41.151899,-96.04484",7570,0
75063,Irving,TX,32.916865,-96.97349,"32.916865,-96.97349",7277,0
95124,San Jose,CA,37.256743,-121.92312,"37.256743,-121.92312",5438,0
78227,San Antonio,TX,29.405424,-98.63832,"29.405424,-98.63832",5389,0
79414,Lubbock,TX,33.550335,-101.91661,"33.550335,-101.91661",5879,0
75071,Frisco,TX,33.225107,-96.638614,"33.225107,-96.638614",4738,0
08865,Phillipsburg,NJ,40.689123,-75.17243,"40.689123,-75.17243",4419,0
63028,Festus,MO,38.187767,-90.4077,"38.187767,-90.4077",6633,0
43160,Washington Court House,OH,39.533002,-83.43905,"39.533002,-83.43905",7290,1
48084,Troy,MI,42.563505,-83.18405,"42.563505,-83.18405",5975,0
55433,Minneapolis,MN,45.163848,-93.3195,"45.163848,-93.3195",5562,0
54914,Appleton,WI,44.267411,-88.4383,"44.267411,-88.4383",5398,0
33948,Port Charlotte,FL,26.984486,-82.14859,"26.984486,-82.14859",5046,0
14850,Ithaca,NY,42.449454,-76.49685,"42.449454,-76.49685",4460,0
23602,Newport News,VA,37.115698,-76.5183,"37.115698,-76.5183",6767,0
60506,Aurora,IL,41.766029,-88.35254,"41.766029,-88.35254",7426,0
11590,Westbury,NY,40.756287,-73.57536,"40.756287,-73.57536",7674,0
47546,Jasper,IN,38.408794,-86.93876,"38.408794,-86.93876",7123,0
39532,Biloxi,MS,30.462388,-88.93293,"30.462388,-88.93293",7046,0
78552,Harlingen,TX,26.195591,-97.75321,"26.195591,-97.75321",5838,0
76208,Denton,TX,33.198442,-97.06078,"33.198442,-97.06078",7792,0
72703,Fayetteville,AR,36.107078,-94.11592,"36.107078,-94.11592",7645,0
60707,Elmwood Park,IL,41.922681,-87.80805,"41.922681,-87.80805",5468,0
89120,Las Vegas,NV,36.087623,-115.08872,"36.087623,-115.08872",6863,0
30115,Canton,GA,34.194029,-84.43884,"34.194029,-84.43884",6042,0
15601,Greensburg,PA,40.298765,-79.54126,"40.298765,-79.54126",6152,0
75070,McKinney,TX,33.212203,-96.67522,"33.212203,-96.67522",4640,0
90680,Stanton,CA,33.803565,-117.99596,"33.803565,-117.99596",7466,0
35064,Fairfield,AL,33.476908,-86.91684,"33.476908,-86.91684",5933,0
87107,Albuquerque,NM,35.134094,-106.64073,"35.134094,-106.64073",4327,0
90703,Cerritos,CA,33.868314,-118.06754,"33.868314,-118.06754",4606,0
00928,San Juan,PR,18.410462,-66.060533,"18.410462,-66.060533",5542,0
11101,Long Island City,NY,40.745341,-73.93907,"40.745341,-73.93907",7757,0
77085,Houston,TX,29.621746,-95.48695,"29.621746,-95.48695",7317,0
17013,Carlisle,PA,40.203458,-77.19987,"40.203458,-77.19987",5438,0
06614,Stratford,CT,41.219246,-73.13221,"41.219246,-73.13221",5551,0
65616,Branson,MO,36.64417,-93.25668,"36.64417,-93.25668",6217,0
60462,Orland Park,IL,41.623532,-87.83542,"41.623532,-87.83542",6214,0
94591,Vallejo,CA,38.099119,-122.21035,"38.099119,-122.21035",5333,0
33014,Hialeah,FL,25.902172,-80.30732,"25.902172,-80.30732",6987,0
99337,Kennewick,WA,46.169982,-119.10456,"46.169982,-119.10456",4594,0
44906,Mansfield,OH,40.766056,-82.56749,"40.766056,-82.56749",7463,0
95993,Yuba City,CA,39.109272,-121.68033,"39.109272,-121.68033",7292,0
84092,Sandy,UT,40.558748,-111.80902,"40.558748,-111.80902",6881,0
85086,Anthem,AZ,33.831866,-112.06339,"33.831866,-112.06339",5705,0
78163,Bulverde,TX,29.758619,-98.44199,"29.758619,-98.44199",6882,0
44060,Mentor,OH,41.688162,-81.33378,"41.688162,-81.33378",7186,0
30047,Lilburn,GA,33.872371,-84.11655,"33.872371,-84.11655",6908,0
77044,Houston,TX,29.88277,-95.16782,"29.88277,-95.16782",4334,0
12010,Amsterdam,NY,42.940644,-74.17899,"42.940644,-74.17899",4741,0
76543,Killeen,TX,31.113828,-97.69246,"31.113828,-97.69246",5243,0
80751,Sterling,CO,40.633845,-103.21574,"40.633845,-103.21574",7318,0
94901,San Rafael,CA,37.972423,-122.51484,"37.972423,-122.51484",4100,0
93010,Camarillo,CA,34.231754,-119.05258,"34.231754,-119.05258",6463,0
34208,Bradenton,FL,27.486448,-82.535,"27.486448,-82.535",6269,0
73110,Oklahoma City,OK,35.459478,-97.39721,"35.459478,-97.39721",5202,1
21811,Berlin,MD,38.343166,-75.19082,"38.343166,-75.19082",7580,0
25309,Charleston,WV,38.329768,-81.73418,"38.329768,-81.73418",4174,0
86326,Cottonwood,AZ,34.723788,-112.01002,"34.723788,-112.01002",4605,0
13601,Watertown,NY,43.976735,-75.91199,"43.976735,-75.91199",7698,0
11967,Shirley,NY,40.794317,-72.87181,"40.794317,-72.87181",7745,0
90250,Hawthorne,CA,33.914614,-118.35092,"33.914614,-118.35092",4780,0
37398,Winchester,TN,35.192829,-86.14045,"35.192829,-86.14045",7808,0
55330,Elk River,MN,45.317152,-93.58117,"45.317152,-93.58117",5769,0
70816,Baton Rouge,LA,30.425791,-91.03815,"30.425791,-91.03815",4848,0
18702,Wilkes Barre,PA,41.236331,-75.87254,"41.236331,-75.87254",5090,0
92126,San Diego,CA,32.914346,-117.14116,"32.914346,-117.14116",5480,0
07730,Hazlet,NJ,40.423298,-74.179,"40.423298,-74.179",5011,0
99611,Kenai,AK,60.587598,-151.23355,"60.587598,-151.23355",6173,0
30035,Decatur,GA,33.725739,-84.21114,"33.725739,-84.21114",5162,0
38128,Memphis,TN,35.219882,-89.92588,"35.219882,-89.92588",4624,0
30525,Clayton,GA,34.882362,-83.4156,"34.882362,-83.4156",6778,0
37216,Nashville,TN,36.213004,-86.72594,"36.213004,-86.72594",5179,0
99218,Spokane,WA,47.751674,-117.4124,"47.751674,-117.4124",4696,0
78613,Cedar Park,TX,30.501272,-97.83087,"30.501272,-97.83087",7192,0
87124,Rio Rancho,NM,35.290647,-106.71469,"35.290647,-106.71469",4321,0
92821,Brea,CA,33.923463,-117.89559,"33.923463,-117.89559",6496,0
48066,Roseville,MI,42.503285,-82.93851,"42.503285,-82.93851",6757,0
48312,Sterling Heights,MI,42.558151,-83.00446,"42.558151,-83.00446",7928,0
98683,Vancouver,WA,45.604075,-122.51035,"45.604075,-122.51035",7362,0
01606,Worcester,MA,42.311342,-71.79531,"42.311342,-71.79531",6051,0
49202,Jackson,MI,42.262135,-84.41052,"42.262135,-84.41052",6748,0
06256,North Windham,CT,41.758713,-72.13964,"41.758713,-72.13964",7310,0
75109,Angus,TX,32.03049,-96.383005,"32.03049,-96.383005",7749,0
78249,San Antonio,TX,29.569934,-98.61282,"29.569934,-98.61282",7243,0
63033,Florissant,MO,38.79505,-90.28578,"38.79505,-90.28578",5747,0
85201,Mesa,AZ,33.432177,-111.84701,"33.432177,-111.84701",6904,0
27707,Durham,NC,35.963994,-78.93602,"35.963994,-78.93602",7654,1
93436,Lompoc,CA,34.639682,-120.4471,"34.639682,-120.4471",7732,0
13039,Cicero,NY,43.171707,-76.09505,"43.171707,-76.09505",4902,0
82609,Casper,WY,42.844915,-106.27255,"42.844915,-106.27255",7868,1
92020,El Cajon,CA,32.7991,-116.97334,"32.7991,-116.97334",4627,0
48125,Dearborn Heights,MI,42.277388,-83.25987,"42.277388,-83.25987",4902,0
48360,Lake Orion,MI,42.74628,-83.2612,"42.74628,-83.2612",4834,0
30125,Cedartown,GA,34.010162,-85.25762,"34.010162,-85.25762",4604,0
70461,Slidell,LA,30.266707,-89.73049,"30.266707,-89.73049",7686,0
34986,Port Saint Lucie,FL,27.341158,-80.39786,"27.341158,-80.39786",4869,0
23970,South Hill,VA,36.733874,-78.17287,"36.733874,-78.17287",7451,0
07801,Dover,NJ,40.889166,-74.55462,"40.889166,-74.55462",7781,0
70726,Denham Springs,LA,30.468526,-90.92827,"30.468526,-90.92827",5133,0
98532,Chehalis,WA,46.630721,-123.01599,"46.630721,-123.01599",5353,0
62234,Collinsville,IL,38.679282,-89.99407,"38.679282,-89.99407",4100,0
98003,Federal Way,WA,47.311072,-122.31188,"47.311072,-122.31188",4694,0
78415,Corpus Christi,TX,27.727083,-97.4289,"27.727083,-97.4289",4845,0
75061,Irving,TX,32.826729,-96.9614,"32.826729,-96.9614",5941,0
78744,Austin,TX,30.188377,-97.74038,"30.188377,-97.74038",5531,0
46140,Greenfield,IN,39.799143,-85.78446,"39.799143,-85.78446",4671,0
20716,Bowie,MD,38.93193,-76.72457,"38.93193,-76.72457",7665,0
47715,Evansville,IN,37.975476,-87.47506,"37.975476,-87.47506",7107,0
20109,Manassas,VA,38.790202,-77.51294,"38.790202,-77.51294",4237,0
48706,Bay City,MI,43.607523,-83.9162,"43.607523,-83.9162",7315,0
34474,Ocala,FL,29.166186,-82.17027,"29.166186,-82.17027",6298,0
66502,Manhattan,KS,39.184986,-96.56932,"39.184986,-96.56932",6440,0
92336,Fontana,CA,34.125147,-117.45818,"34.125147,-117.45818",6814,0
90028,Los Angeles,CA,34.098859,-118.32745,"34.098859,-118.32745",5305,0
93561,Tehachapi,CA,35.132673,-118.50781,"35.132673,-118.50781",4021,0
33765,Clearwater,FL,27.971362,-82.74482,"27.971362,-82.74482",6477,1
23321,Chesapeake,VA,36.826239,-76.41524,"36.826239,-76.41524",5253,0
33859,Lake Wales,FL,27.885359,-81.522998,"27.885359,-81.522998",6006,0
58701,Minot,ND,48.19983,-101.28579,"48.19983,-101.28579",4400,1
77089,Houston,TX,29.589831,-95.22251,"29.589831,-95.22251",5177,0
44111,Cleveland,OH,41.459399,-81.78174,"41.459399,-81.78174",5006,0
44720,Canton,OH,40.888408,-81.41066000000001,"40.888408,-81.41066",7191,0
77063,Houston,TX,29.734379,-95.52269,"29.734379,-95.52269",5701,0
53095,West Bend,WI,43.40328,-88.18026,"43.40328,-88.18026",7967,0
60177,South Elgin,IL,41.99215,-88.30609,"41.99215,-88.30609",5409,0
07753,Neptune,NJ,40.208945,-74.05261,"40.208945,-74.05261",5413,0
30324,Atlanta,GA,33.818304,-84.35779,"33.818304,-84.35779",5734,0
89706,Carson City,NV,39.200035,-119.72732,"39.200035,-119.72732",6444,0
97005,Beaverton,OR,45.49106,-122.80359,"45.49106,-122.80359",7418,0
32714,Altamonte Springs,FL,28.663913,-81.41112,"28.663913,-81.41112",4586,0
28806,Asheville,NC,35.575877,-82.6062,"35.575877,-82.6062",7067,0
53546,Janesville,WI,42.666761,-88.99528,"42.666761,-88.99528",4950,0
11726,Copiague,NY,40.680892,-73.39609,"40.680892,-73.39609",7150,0
17111,Harrisburg,PA,40.264389,-76.80298,"40.264389,-76.80298",4830,0
77459,Missouri City,TX,29.564347,-95.54762,"29.564347,-95.54762",5608,0
45504,Springfield,OH,39.941827,-83.83702,"39.941827,-83.83702",6247,0
19116,Philadelphia,PA,40.117413,-75.0154,"40.117413,-75.0154",7885,0
12804,Queensbury,NY,43.330471,-73.67816,"43.330471,-73.67816",7205,0
04103,Portland,ME,43.685882,-70.2903,"43.685882,-70.2903",7631,0
92308,Apple Valley,CA,34.447959,-117.19222,"34.447959,-117.19222",4699,0
85018,Phoenix,AZ,33.498076,-111.98603,"33.498076,-111.98603",5194,0
32205,Jacksonville,FL,30.307439,-81.72044,"30.307439,-81.72044",4451,0
10954,Nanuet,NY,41.100182,-74.0133,"41.100182,-74.0133",6186,0
02322,Avon,MA,42.121932,-71.04522,"42.121932,-71.04522",4754,0
36695,Mobile,AL,30.646415,-88.23657,"30.646415,-88.23657",5337,0
20906,Silver Spring,MD,39.07737,-77.06433,"39.07737,-77.06433",7547,0
30643,Hartwell,GA,34.366948,-82.9201,"34.366948,-82.9201",5369,0
32839,Orlando,FL,28.489758,-81.40625,"28.489758,-81.40625",4387,0
33772,Seminole,FL,27.843349,-82.79307,"27.843349,-82.79307",5149,0
92782,Tustin,CA,33.739571,-117.78618,"33.739571,-117.78618",6766,0
34287,North Port,FL,27.051075,-82.24417,"27.051075,-82.24417",7922,0
49036,Coldwater,MI,41.912776,-85.0142,"41.912776,-85.0142",5221,0
33182,Miami,FL,25.781127,-80.40467,"25.781127,-80.40467",5722,0
22312,Alexandria,VA,38.817362,-77.1537,"38.817362,-77.1537",5924,0
85621,Nogales,AZ,31.37737,-110.9264,"31.37737,-110.9264",7089,0
20904,Silver Spring,MD,39.069108,-76.97834,"39.069108,-76.97834",4709,0
73505,Lawton,OK,34.613973,-98.46255,"34.613973,-98.46255",4447,0
20772,Upper Marlboro,MD,38.792281,-76.781,"38.792281,-76.781",4350,0
30101,Acworth,GA,34.052285,-84.68483,"34.052285,-84.68483",4664,0
76248,Keller,TX,32.92704,-97.2506,"32.92704,-97.2506",7715,0
92570,Perris,CA,33.784051,-117.29812,"33.784051,-117.29812",4325,0
70123,New Orleans,LA,29.952605,-90.20536,"29.952605,-90.20536",4424,0
19095,Wyncote,PA,40.08786,-75.14707,"40.08786,-75.14707",4164,0
99324,College Place,WA,46.044936,-118.38466,"46.044936,-118.38466",7642,1
95136,San Jose,CA,37.269343,-121.84939,"37.269343,-121.84939",5201,0
78840,Del Rio,TX,29.404267,-100.88116,"29.404267,-100.88116",7511,0
85737,Tucson,AZ,32.417144,-110.96354,"32.417144,-110.96354",6712,0
06708,Waterbury,CT,41.551601,-73.06262,"41.551601,-73.06262",4673,0
48629,Houghton Lake,MI,44.305812,-84.75589,"44.305812,-84.75589",5938,0
03743,Claremont,NH,43.374562,-72.34152,"43.374562,-72.34152",7937,0
90745,Carson,CA,33.823765,-118.2668,"33.823765,-118.2668",4462,0
92374,Redlands,CA,34.063264,-117.16888,"34.063264,-117.16888",4753,0
60561,Darien,IL,41.745623,-87.98108,"41.745623,-87.98108",7207,0
80002,Arvada,CO,39.795006,-105.0981,"39.795006,-105.0981",5973,0
48917,Lansing,MI,42.735535,-84.62698,"42.735535,-84.62698",4747,0
34711,Clermont,FL,28.545742,-81.74805,"28.545742,-81.74805",4046,0
97123,Hillsboro,OR,45.491024,-122.95745,"45.491024,-122.95745",7568,0
63304,Saint Charles,MO,38.72926,-90.65332,"38.72926,-90.65332",7060,0
72758,Rogers,AR,36.306616,-94.14622,"36.306616,-94.14622",6687,0
70518,Broussard,LA,30.134801,-91.95251,"30.134801,-91.95251",6977,0
29229,Columbia,SC,34.139511,-80.88783,"34.139511,-80.88783",4337,0
60409,Calumet City,IL,41.614188,-87.54638,"41.614188,-87.54638",5181,0
45240,Cincinnati,OH,39.284806,-84.52941,"39.284806,-84.52941",7596,0
78753,Austin,TX,30.374654,-97.67621,"30.374654,-97.67621",7702,0
78664,Round Rock,TX,30.514401,-97.65549,"30.514401,-97.65549",5838,0
60804,Cicero,IL,41.844382,-87.7599,"41.844382,-87.7599",6934,0
80134,Parker,CO,39.508608,-104.78031,"39.508608,-104.78031",4288,0
30512,Blairsville,GA,34.875556,-84.00419,"34.875556,-84.00419",7874,0
48170,Plymouth,MI,42.370837,-83.4856,"42.370837,-83.4856",4115,0
03874,Seabrook,NH,42.88439,-70.85466,"42.88439,-70.85466",5623,1
43068,Reynoldsburg,OH,39.956384,-82.7961,"39.956384,-82.7961",6684,0
49707,Alpena,MI,45.08583,-83.46411,"45.08583,-83.46411",4409,0
98501,Olympia,WA,47.014718,-122.8819,"47.014718,-122.8819",7246,0
27545,Knightdale,NC,35.790516,-78.48345,"35.790516,-78.48345",6546,0
11753,Jericho,NY,40.786544,-73.53675,"40.786544,-73.53675",7947,0
23456,Virginia Beach,VA,36.762459,-76.06139,"36.762459,-76.06139",7636,0
29483,Summerville,SC,33.034586,-80.18599,"33.034586,-80.18599",4622,0
31021,Dublin,GA,32.526359,-82.93375,"32.526359,-82.93375",5600,1
92027,Escondido,CA,33.142706,-117.03049,"33.142706,-117.03049",7404,0
77471,Rosenberg,TX,29.549455000000002,-95.81901,"29.549455,-95.81901",7958,0
11232,Brooklyn,NY,40.655481,-74.00424,"40.655481,-74.00424",6633,0
93907,Salinas,CA,36.754058,-121.66472,"36.754058,-121.66472",4146,0
99212,Spokane,WA,47.668926,-117.30668,"47.668926,-117.30668",6820,0
83651,Nampa,ID,43.583454,-116.58697,"43.583454,-116.58697",5799,0
29414,Charleston,SC,32.821238,-80.05353,"32.821238,-80.05353",6691,0
45356,Piqua,OH,40.156514,-84.24213,"40.156514,-84.24213",5072,0
19702,Newark,DE,39.626297,-75.71386,"39.626297,-75.71386",7148,0
10469,Bronx,NY,40.868643,-73.84735,"40.868643,-73.84735",6341,0
34947,Fort Pierce,FL,27.448688,-80.36247,"27.448688,-80.36247",4116,0
18103,Allentown,PA,40.595097,-75.45915,"40.595097,-75.45915",5517,0
27526,Fuquay Varina,NC,35.575302,-78.80234,"35.575302,-78.80234",5584,0
24502,Lynchburg,VA,37.362109,-79.21525,"37.362109,-79.21525",6157,0
27410,Greensboro,NC,36.116854,-79.88291,"36.116854,-79.88291",6002,0
35803,Huntsville,AL,34.603017,-86.54293,"34.603017,-86.54293",6227,0
20782,Hyattsville,MD,38.96401,-76.96139,"38.96401,-76.96139",6609,0
76033,Cleburne,TX,32.350907,-97.410254,"32.350907,-97.410254",7143,0
77365,Porter,TX,30.102209,-95.25748,"30.102209,-95.25748",7930,0
60618,Chicago,IL,41.945681,-87.7048,"41.945681,-87.7048",7505,0
90723,Paramount,CA,33.899915,-118.16231,"33.899915,-118.16231",5309,0
40207,Louisville,KY,38.257489,-85.65134,"38.257489,-85.65134",4515,0
56601,Bemidji,MN,47.504496,-94.87105,"47.504496,-94.87105",4074,0
89523,Reno,NV,39.523088,-119.89808,"39.523088,-119.89808",7668,0
91731,El Monte,CA,34.076642,-118.03942,"34.076642,-118.03942",6538,0
16148,Hermitage,PA,41.232543,-80.45797,"41.232543,-80.45797",7393,0
19033,Folsom,PA,39.890462,-75.32755,"39.890462,-75.32755",5911,0
33426,Boynton Beach,FL,26.529581,-80.08226,"26.529581,-80.08226",7604,0
06811,Danbury,CT,41.425594,-73.47006,"41.425594,-73.47006",7280,0
33050,Marathon,FL,24.731758,-81.0278,"24.731758,-81.0278",5066,0
36867,Phenix City,AL,32.492304,-85.01943,"32.492304,-85.01943",5522,0
80909,Colorado Springs,CO,38.851493,-104.77856,"38.851493,-104.77856",4028,0
77024,Houston,TX,29.773994,-95.51771,"29.773994,-95.51771",5434,0
10022,New York,NY,40.759015,-73.96732,"40.759015,-73.96732",6903,0
77703,Beaumont,TX,30.112312,-94.11736,"30.112312,-94.11736",7252,0
30161,Rome,GA,34.253343,-85.15312,"34.253343,-85.15312",6352,0
06418,Derby,CT,41.323005,-73.08433,"41.323005,-73.08433",5986,0
30260,Morrow,GA,33.58776,-84.33011,"33.58776,-84.33011",5638,0
91406,Van Nuys,CA,34.201491,-118.49376,"34.201491,-118.49376",4777,0
84014,Centerville,UT,40.927244,-111.87682,"40.927244,-111.87682",7330,0
75092,Sherman,TX,33.649938,-96.65387,"33.649938,-96.65387",7444,0
84042,Lindon,UT,40.338552,-111.7162,"40.338552,-111.7162",6924,0
30122,Lithia Springs,GA,33.776137,-84.64484,"33.776137,-84.64484",5769,0
14304,Niagara Falls,NY,43.091106,-78.96249,"43.091106,-78.96249",4857,1
70810,Baton Rouge,LA,30.361609,-91.09041,"30.361609,-91.09041",5404,0
64012,Belton,MO,38.810856,-94.53201,"38.810856,-94.53201",4885,0
31404,Savannah,GA,32.046143,-81.06724,"32.046143,-81.06724",4612,0
33133,Miami,FL,25.730678,-80.2441,"25.730678,-80.2441",4090,0
27518,Cary,NC,35.797692,-78.625265,"35.797692,-78.625265",5092,0
70043,Chalmette,LA,29.946404,-89.96118,"29.946404,-89.96118",4617,0
33618,Tampa,FL,28.071502,-82.49392,"28.071502,-82.49392",5546,0
06824,Fairfield,CT,41.163879,-73.265744,"41.163879,-73.265744",4012,0
84120,Salt Lake City,UT,40.688246,-111.99899,"40.688246,-111.99899",5640,0
07764,West Long Branch,NJ,40.289985,-74.01671,"40.289985,-74.01671",6273,0
29501,Florence,SC,34.195705,-79.80977,"34.195705,-79.80977",6469,0
60714,Niles,IL,42.032379,-87.81563,"42.032379,-87.81563",4167,0
85302,Glendale,AZ,33.568143,-112.17699,"33.568143,-112.17699",4928,0
60614,Chicago,IL,41.922682,-87.65432,"41.922682,-87.65432",5402,0
84070,Sandy,UT,40.581595,-111.88821,"40.581595,-111.88821",7361,0
23061,Gloucester,VA,37.414991,-76.52959,"37.414991,-76.52959",4922,0
92879,Corona,CA,33.8808,-117.54068,"33.8808,-117.54068",4099,0
88201,Roswell,NM,33.485178,-104.55089,"33.485178,-104.55089",7289,0
75006,Carrollton,TX,32.960374,-96.89163,"32.960374,-96.89163",6354,0
92311,Barstow,CA,34.894181,-117.03636,"34.894181,-117.03636",6392,0
98029,Issaquah,WA,47.572401,-122.02065,"47.572401,-122.02065",7282,0
48116,Brighton,MI,42.509476,-83.77718,"42.509476,-83.77718",5812,0
44137,Maple Heights,OH,41.412653,-81.56067,"41.412653,-81.56067",4734,0
29910,Bluffton,SC,32.241315,-80.87404,"32.241315,-80.87404",7740,0
38133,Memphis,TN,35.208709,-89.80518000000001,"35.208709,-89.80518",5608,0
91945,Lemon Grove,CA,32.733451,-117.0337,"32.733451,-117.0337",5298,0
30533,Dahlonega,GA,34.542098,-83.99718,"34.542098,-83.99718",5433,0
21060,Glen Burnie,MD,39.162225,-76.59444,"39.162225,-76.59444",4920,0
07055,Passaic,NJ,40.857384,-74.12899,"40.857384,-74.12899",7623,0
78723,Austin,TX,30.306507,-97.68651,"30.306507,-97.68651",7306,0
71106,Shreveport,LA,32.426104,-93.74542,"32.426104,-93.74542",5659,0
97535,Phoenix,OR,42.270808,-122.81805,"42.270808,-122.81805",4284,0
32780,Titusville,FL,28.564077,-80.81695,"28.564077,-80.81695",5688,0
33324,Fort Lauderdale,FL,26.110631,-80.27469,"26.110631,-80.27469",7730,0
14225,Buffalo,NY,42.929891,-78.75813,"42.929891,-78.75813",7779,0
45426,Dayton,OH,39.802606,-84.30196,"39.802606,-84.30196",6220,0
33905,Fort Myers,FL,26.680407,-81.74812,"26.680407,-81.74812",7795,0
49801,Iron Mountain,MI,45.87178,-87.99717,"45.87178,-87.99717",6349,0
64055,Independence,MO,39.053255,-94.4061,"39.053255,-94.4061",6870,0
31788,White House,TN,31.138011,-83.716729,"31.138011,-83.716729",4000,0
92405,San Bernardino,CA,34.141659,-117.29722,"34.141659,-117.29722",6186,0
70503,Lafayette,LA,30.185867000000002,-92.04706,"30.185867,-92.04706",4707,0
06492,Wallingford,CT,41.457711,-72.81704,"41.457711,-72.81704",5926,0
80021,Broomfield,CO,39.881608,-105.09953,"39.881608,-105.09953",5755,0
70128,New Orleans,LA,30.05031,-89.95638,"30.05031,-89.95638",5891,0
27616,Raleigh,NC,35.865441,-78.54929,"35.865441,-78.54929",6489,0
45459,Dayton,OH,39.644609,-84.16931,"39.644609,-84.16931",6963,0
03276,Tilton,NH,43.446729,-71.5785,"43.446729,-71.5785",5186,0
80439,Evergreen,CO,39.642572,-105.36812,"39.642572,-105.36812",6098,0
92337,Fontana,CA,34.046992,-117.481,"34.046992,-117.481",6290,0
79762,Odessa,TX,31.890374,-102.35398,"31.890374,-102.35398",4870,0
15206,Pittsburgh,PA,40.468968,-79.91863,"40.468968,-79.91863",6068,0
22150,Springfield,VA,38.778243,-77.18562,"38.778243,-77.18562",6731,0
94553,Martinez,CA,37.998912,-122.11501,"37.998912,-122.11501",4630,0
60056,Mount Prospect,IL,42.065427,-87.93621,"42.065427,-87.93621",6176,0
63114,Saint Louis,MO,38.702651,-90.36109,"38.702651,-90.36109",5508,0
14621,Rochester,NY,43.185163,-77.60368,"43.185163,-77.60368",6413,0
76180,North Richland Hills,TX,32.855666,-97.21818,"32.855666,-97.21818",4105,0
48183,Trenton,MI,42.137071,-83.21446,"42.137071,-83.21446",7778,0
48316,Utica,MI,42.689632,-83.06154,"42.689632,-83.06154",4225,0
07027,Garwood,NJ,40.650802,-74.32351,"40.650802,-74.32351",7724,0
66046,Lawrence,KS,38.932303,-95.22513,"38.932303,-95.22513",5807,1
07751,Morganville,NJ,40.361014,-74.26595,"40.361014,-74.26595",7190,0
60188,Carol Stream,IL,41.918578,-88.13688,"41.918578,-88.13688",6593,1
55428,Minneapolis,MN,45.059997,-93.37702,"45.059997,-93.37702",6199,0
21784,Sykesville,MD,39.39667,-76.965,"39.39667,-76.965",5932,0
77521,Baytown,TX,29.784579,-94.97588,"29.784579,-94.97588",7973,0
53132,Franklin,WI,42.896145,-88.00891,"42.896145,-88.00891",7110,0
63044,Bridgeton,MO,38.757318,-90.42335,"38.757318,-90.42335",7841,0
83705,Boise,ID,43.583139,-116.2252,"43.583139,-116.2252",4266,0
48446,Lapeer,MI,43.048777,-83.33073,"43.048777,-83.33073",7078,1
91605,North Hollywood,CA,34.208142,-118.4011,"34.208142,-118.4011",7965,0
80223,Denver,CO,39.699156,-104.99999,"39.699156,-104.99999",5286,0
95125,San Jose,CA,37.295092,-121.89649,"37.295092,-121.89649",4614,0
64111,Kansas City,MO,39.056505,-94.59439,"39.056505,-94.59439",4331,0
54915,Appleton,WI,44.244753,-88.37783,"44.244753,-88.37783",5394,0
33196,Miami,FL,25.650232,-80.45925,"25.650232,-80.45925",5365,0
11729,Deer Park,NY,40.760698,-73.33007,"40.760698,-73.33007",7454,0
17331,Hanover,PA,39.795301,-76.97727,"39.795301,-76.97727",6418,0
30360,Atlanta,GA,33.934536,-84.27215,"33.934536,-84.27215",6738,0
32303,Tallahassee,FL,30.486061,-84.31528,"30.486061,-84.31528",7891,0
21234,Parkville,MD,39.385006,-76.54177,"39.385006,-76.54177",7330,0
45011,Hamilton,OH,39.404856,-84.52271,"39.404856,-84.52271",7404,0
80123,Littleton,CO,39.616114,-105.07393,"39.616114,-105.07393",4669,0
33647,Tampa,FL,28.127973,-82.36123,"28.127973,-82.36123",5545,0
83616,Eagle,ID,43.705551,-116.36346,"43.705551,-116.36346",4627,0
70053,Gretna,LA,29.915354999999998,-90.05335,"29.915355,-90.05335",4968,0
21237,Rosedale,MD,39.33224,-76.50365,"39.33224,-76.50365",4389,0
53018,Delafield,WI,43.05348,-88.39844,"43.05348,-88.39844",6676,0
91355,Valencia,CA,34.406519,-118.56214,"34.406519,-118.56214",4181,0
13031,Camillus,NY,43.039916,-76.28757,"43.039916,-76.28757",6283,0
95667,Placerville,CA,38.724682,-120.79533,"38.724682,-120.79533",4193,0
55124,Saint Paul,MN,44.743963,-93.20624,"44.743963,-93.20624",7883,0
23112,Midlothian,VA,37.427988,-77.64868,"37.427988,-77.64868",6639,0
75104,Cedar Hill,TX,32.588536,-96.94949,"32.588536,-96.94949",7134,0
80108,Castle Rock,CO,39.453833,-104.885409,"39.453833,-104.885409",6380,0
91762,Ontario,CA,34.057561,-117.66563,"34.057561,-117.66563",6607,0
28227,Charlotte,NC,35.192919,-80.66822,"35.192919,-80.66822",6636,0
